,label,values
1475,compound,0.4215
1476,neg,0.0
1477,neu,0.848
1478,pos,0.152
1479,compound,0.3612
1480,neg,0.0
1481,neu,1.0
1482,pos,0.0
1483,compound,0.0
1484,neg,0.0
1485,neu,1.0
1486,pos,0.0
1487,compound,0.0
1488,neg,0.0
1489,neu,1.0
1490,pos,0.0
1491,compound,0.0
1492,neg,0.0
1493,neu,1.0
1494,pos,0.0
1495,compound,0.0
1496,neg,0.0
1497,neu,0.534
1498,pos,0.466
1499,compound,0.8625
1500,neg,0.0
1501,neu,0.821
1502,pos,0.179
1503,compound,0.5719
1504,neg,0.0
1505,neu,0.902
1506,pos,0.098
1507,compound,0.3818
1508,neg,0.119
1509,neu,0.762
1510,pos,0.12
1511,compound,0.0041
1512,neg,0.0
1513,neu,1.0
1514,pos,0.0
1515,compound,0.0
1516,neg,0.0
1517,neu,1.0
1518,pos,0.0
1519,compound,0.0
1520,neg,0.0
1521,neu,0.864
1522,pos,0.136
1523,compound,0.296
1524,neg,0.0
1525,neu,1.0
1526,pos,0.0
1527,compound,0.0
1528,neg,0.0
1529,neu,0.856
1530,pos,0.144
1531,compound,0.4019
1532,neg,0.0
1533,neu,1.0
1534,pos,0.0
1535,compound,0.0
1536,neg,0.0
1537,neu,1.0
1538,pos,0.0
1539,compound,0.0
1540,neg,0.0
1541,neu,1.0
1542,pos,0.0
1543,compound,0.0
1544,neg,0.0
1545,neu,1.0
1546,pos,0.0
1547,compound,0.0
1548,neg,0.0
1549,neu,0.912
1550,pos,0.088
1551,compound,0.4019
1552,neg,0.0
1553,neu,1.0
1554,pos,0.0
1555,compound,0.0
1556,neg,0.0
1557,neu,0.889
1558,pos,0.111
1559,compound,0.6808
1560,neg,0.0
1561,neu,1.0
1562,pos,0.0
1563,compound,0.0
1564,neg,0.0
1565,neu,1.0
1566,pos,0.0
1567,compound,0.0
1568,neg,0.0
1569,neu,1.0
1570,pos,0.0
1571,compound,0.0
1572,neg,0.0
1573,neu,1.0
1574,pos,0.0
1575,compound,0.0
1576,neg,0.0
1577,neu,0.862
1578,pos,0.138
1579,compound,0.7096
1580,neg,0.0
1581,neu,1.0
1582,pos,0.0
1583,compound,0.0
1584,neg,0.0
1585,neu,0.942
1586,pos,0.058
1587,compound,0.2732
1588,neg,0.0
1589,neu,0.899
1590,pos,0.101
1591,compound,0.2023
1592,neg,0.121
1593,neu,0.77
1594,pos,0.109
1595,compound,-0.0571
1596,neg,0.0
1597,neu,1.0
1598,pos,0.0
1599,compound,0.0
1600,neg,0.0
1601,neu,0.87
1602,pos,0.13
1603,compound,0.2023
1604,neg,0.0
1605,neu,1.0
1606,pos,0.0
1607,compound,0.0
1608,neg,0.0
1609,neu,1.0
1610,pos,0.0
1611,compound,0.0
1612,neg,0.0
1613,neu,1.0
1614,pos,0.0
1615,compound,0.0
1616,neg,0.0
1617,neu,0.772
1618,pos,0.228
1619,compound,0.7089
1620,neg,0.068
1621,neu,0.839
1622,pos,0.094
1623,compound,0.1027
1624,neg,0.136
1625,neu,0.704
1626,pos,0.16
1627,compound,0.1208
1628,neg,0.0
1629,neu,0.865
1630,pos,0.135
1631,compound,0.4215
1632,neg,0.204
1633,neu,0.612
1634,pos,0.184
1635,compound,-0.119
1636,neg,0.0
1637,neu,0.588
1638,pos,0.412
1639,compound,0.2732
1640,neg,0.0
1641,neu,1.0
1642,pos,0.0
1643,compound,0.0
1644,neg,0.092
1645,neu,0.908
1646,pos,0.0
1647,compound,-0.1139
1648,neg,0.0
1649,neu,0.693
1650,pos,0.307
1651,compound,0.8588
1652,neg,0.0
1653,neu,1.0
1654,pos,0.0
1655,compound,0.0
1656,neg,0.0
1657,neu,0.698
1658,pos,0.302
1659,compound,0.3804
1660,neg,0.0
1661,neu,1.0
1662,pos,0.0
1663,compound,0.0
1664,neg,0.242
1665,neu,0.758
1666,pos,0.0
1667,compound,-0.4939
1668,neg,0.0
1669,neu,0.791
1670,pos,0.209
1671,compound,0.8402
1672,neg,0.0
1673,neu,0.667
1674,pos,0.333
1675,compound,0.4588
1676,neg,0.18
1677,neu,0.82
1678,pos,0.0
1679,compound,-0.296
1680,neg,0.149
1681,neu,0.851
1682,pos,0.0
1683,compound,-0.1027
1684,neg,0.0
1685,neu,1.0
1686,pos,0.0
1687,compound,0.0
1688,neg,0.0
1689,neu,0.676
1690,pos,0.324
1691,compound,0.5859
1692,neg,0.0
1693,neu,0.87
1694,pos,0.13
1695,compound,0.5719
1696,neg,0.0
1697,neu,1.0
1698,pos,0.0
1699,compound,0.0
1700,neg,0.0
1701,neu,0.886
1702,pos,0.114
1703,compound,0.4019
1704,neg,0.0
1705,neu,0.875
1706,pos,0.125
1707,compound,0.743
1708,neg,0.0
1709,neu,1.0
1710,pos,0.0
1711,compound,0.0
1712,neg,0.0
1713,neu,0.877
1714,pos,0.123
1715,compound,0.2732
1716,neg,0.0
1717,neu,0.811
1718,pos,0.189
1719,compound,0.2732
1720,neg,0.0
1721,neu,0.781
1722,pos,0.219
1723,compound,0.4215
1724,neg,0.0
1725,neu,1.0
1726,pos,0.0
1727,compound,0.0
1728,neg,0.286
1729,neu,0.714
1730,pos,0.0
1731,compound,-0.4215
1732,neg,0.079
1733,neu,0.843
1734,pos,0.079
1735,compound,0.0
1736,neg,0.0
1737,neu,0.872
1738,pos,0.128
1739,compound,0.2263
1740,neg,0.0
1741,neu,0.617
1742,pos,0.383
1743,compound,0.4767
1744,neg,0.0
1745,neu,1.0
1746,pos,0.0
1747,compound,0.0
1748,neg,0.0
1749,neu,1.0
1750,pos,0.0
1751,compound,0.0
1752,neg,0.0
1753,neu,0.571
1754,pos,0.429
1755,compound,0.4588
1756,neg,0.231
1757,neu,0.769
1758,pos,0.0
1759,compound,-0.3626
1760,neg,0.0
1761,neu,1.0
1762,pos,0.0
1763,compound,0.0
1764,neg,0.0
1765,neu,0.778
1766,pos,0.222
1767,compound,0.5719
1768,neg,0.0
1769,neu,0.575
1770,pos,0.425
1771,compound,0.5719
1772,neg,1.0
1773,neu,0.0
1774,pos,0.0
1775,compound,-0.5859
1776,neg,0.0
1777,neu,0.693
1778,pos,0.307
1779,compound,0.4767
1780,neg,0.0
1781,neu,1.0
1782,pos,0.0
1783,compound,0.0
1784,neg,0.0
1785,neu,1.0
1786,pos,0.0
1787,compound,0.0
1788,neg,0.0
1789,neu,1.0
1790,pos,0.0
1791,compound,0.0
1792,neg,0.0
1793,neu,1.0
1794,pos,0.0
1795,compound,0.0
1796,neg,0.0
1797,neu,0.784
1798,pos,0.216
1799,compound,0.8316
1800,neg,0.076
1801,neu,0.729
1802,pos,0.194
1803,compound,0.5267
1804,neg,0.0
1805,neu,1.0
1806,pos,0.0
1807,compound,0.0
1808,neg,0.0
1809,neu,1.0
1810,pos,0.0
1811,compound,0.0
1812,neg,0.0
1813,neu,1.0
1814,pos,0.0
1815,compound,0.0
1816,neg,0.065
1817,neu,0.825
1818,pos,0.11
1819,compound,0.3208
1820,neg,0.808
1821,neu,0.192
1822,pos,0.0
1823,compound,-0.6369
1824,neg,0.21
1825,neu,0.615
1826,pos,0.175
1827,compound,-0.4118
1828,neg,0.0
1829,neu,0.732
1830,pos,0.268
1831,compound,0.8271
1832,neg,0.0
1833,neu,1.0
1834,pos,0.0
1835,compound,0.0
1836,neg,0.0
1837,neu,0.791
1838,pos,0.209
1839,compound,0.3906
1840,neg,0.0
1841,neu,0.878
1842,pos,0.122
1843,compound,0.5563
1844,neg,0.0
1845,neu,1.0
1846,pos,0.0
1847,compound,0.0
1848,neg,0.0
1849,neu,1.0
1850,pos,0.0
1851,compound,0.0
1852,neg,0.0
1853,neu,0.741
1854,pos,0.259
1855,compound,0.4215
1856,neg,0.0
1857,neu,1.0
1858,pos,0.0
1859,compound,0.0
1860,neg,0.0
1861,neu,0.856
1862,pos,0.144
1863,compound,0.4939
1864,neg,0.0
1865,neu,0.936
1866,pos,0.064
1867,compound,0.296
1868,neg,0.0
1869,neu,1.0
1870,pos,0.0
1871,compound,0.0
1872,neg,0.0
1873,neu,1.0
1874,pos,0.0
1875,compound,0.0
1876,neg,0.0
1877,neu,0.774
1878,pos,0.226
1879,compound,0.5859
1880,neg,0.0
1881,neu,0.764
1882,pos,0.236
1883,compound,0.8126
1884,neg,0.0
1885,neu,0.843
1886,pos,0.157
1887,compound,0.4215
1888,neg,0.044
1889,neu,0.822
1890,pos,0.134
1891,compound,0.5423
1892,neg,0.202
1893,neu,0.798
1894,pos,0.0
1895,compound,-0.5499
1896,neg,0.0
1897,neu,0.843
1898,pos,0.157
1899,compound,0.4215
1900,neg,0.044
1901,neu,0.822
1902,pos,0.134
1903,compound,0.5423
1904,neg,0.364
1905,neu,0.636
1906,pos,0.0
1907,compound,-0.8402
1908,neg,0.0
1909,neu,1.0
1910,pos,0.0
1911,compound,0.0
1912,neg,0.0
1913,neu,0.833
1914,pos,0.167
1915,compound,0.4588
1916,neg,0.0
1917,neu,1.0
1918,pos,0.0
1919,compound,0.0
1920,neg,0.21
1921,neu,0.61
1922,pos,0.18
1923,compound,-0.2415
1924,neg,0.0
1925,neu,1.0
1926,pos,0.0
1927,compound,0.0
1928,neg,0.0
1929,neu,0.351
1930,pos,0.649
1931,compound,0.5719
1932,neg,0.0
1933,neu,0.58
1934,pos,0.42
1935,compound,0.8555
1936,neg,0.0
1937,neu,1.0
1938,pos,0.0
1939,compound,0.0
1940,neg,0.0
1941,neu,0.682
1942,pos,0.318
1943,compound,0.8126
1944,neg,0.0
1945,neu,1.0
1946,pos,0.0
1947,compound,0.0
1948,neg,0.0
1949,neu,0.899
1950,pos,0.101
1951,compound,0.5719
1952,neg,0.345
1953,neu,0.476
1954,pos,0.179
1955,compound,-0.34
1956,neg,0.116
1957,neu,0.884
1958,pos,0.0
1959,compound,-0.3612
1960,neg,0.0
1961,neu,0.569
1962,pos,0.431
1963,compound,0.8705
1964,neg,0.0
1965,neu,0.748
1966,pos,0.252
1967,compound,0.7501
1968,neg,0.0
1969,neu,0.752
1970,pos,0.248
1971,compound,0.5106
1972,neg,0.0
1973,neu,1.0
1974,pos,0.0
1975,compound,0.0
1976,neg,0.0
1977,neu,1.0
1978,pos,0.0
1979,compound,0.0
1980,neg,0.0
1981,neu,0.671
1982,pos,0.329
1983,compound,0.8689
1984,neg,0.0
1985,neu,1.0
1986,pos,0.0
1987,compound,0.0
1988,neg,0.0
1989,neu,0.786
1990,pos,0.214
1991,compound,0.7184
1992,neg,0.0
1993,neu,1.0
1994,pos,0.0
1995,compound,0.0
1996,neg,0.0
1997,neu,1.0
1998,pos,0.0
1999,compound,0.0
2000,neg,0.0
2001,neu,1.0
2002,pos,0.0
2003,compound,0.0
2004,neg,0.0
2005,neu,1.0
2006,pos,0.0
2007,compound,0.0
2008,neg,0.0
2009,neu,1.0
2010,pos,0.0
2011,compound,0.0
2012,neg,0.0
2013,neu,1.0
2014,pos,0.0
2015,compound,0.0
2016,neg,0.086
2017,neu,0.914
2018,pos,0.0
2019,compound,-0.4404
2020,neg,0.0
2021,neu,1.0
2022,pos,0.0
2023,compound,0.0
2024,neg,0.0
2025,neu,1.0
2026,pos,0.0
2027,compound,0.0
2028,neg,0.223
2029,neu,0.615
2030,pos,0.162
2031,compound,-0.2023
2032,neg,0.0
2033,neu,1.0
2034,pos,0.0
2035,compound,0.0
2036,neg,0.0
2037,neu,0.351
2038,pos,0.649
2039,compound,0.5719
2040,neg,0.0
2041,neu,0.423
2042,pos,0.577
2043,compound,0.6249
2044,neg,0.0
2045,neu,1.0
2046,pos,0.0
2047,compound,0.0
2048,neg,0.0
2049,neu,0.915
2050,pos,0.085
2051,compound,0.6369
2052,neg,0.0
2053,neu,0.741
2054,pos,0.259
2055,compound,0.2732
2056,neg,0.0
2057,neu,1.0
2058,pos,0.0
2059,compound,0.0
2060,neg,0.0
2061,neu,1.0
2062,pos,0.0
2063,compound,0.0
2064,neg,0.0
2065,neu,1.0
2066,pos,0.0
2067,compound,0.0
2068,neg,0.0
2069,neu,0.873
2070,pos,0.127
2071,compound,0.1531
2072,neg,0.0
2073,neu,1.0
2074,pos,0.0
2075,compound,0.0
2076,neg,0.0
2077,neu,1.0
2078,pos,0.0
2079,compound,0.0
2080,neg,0.0
2081,neu,0.7
2082,pos,0.3
2083,compound,0.4588
2084,neg,0.0
2085,neu,1.0
2086,pos,0.0
2087,compound,0.0
2088,neg,0.0
2089,neu,1.0
2090,pos,0.0
2091,compound,0.0
2092,neg,0.0
2093,neu,0.889
2094,pos,0.111
2095,compound,0.25
2096,neg,0.0
2097,neu,1.0
2098,pos,0.0
2099,compound,0.0
2100,neg,0.0
2101,neu,1.0
2102,pos,0.0
2103,compound,0.0
2104,neg,0.0
2105,neu,1.0
2106,pos,0.0
2107,compound,0.0
2108,neg,0.0
2109,neu,1.0
2110,pos,0.0
2111,compound,0.0
2112,neg,0.0
2113,neu,1.0
2114,pos,0.0
2115,compound,0.0
2116,neg,0.0
2117,neu,1.0
2118,pos,0.0
2119,compound,0.0
2120,neg,0.0
2121,neu,0.351
2122,pos,0.649
2123,compound,0.5719
2124,neg,0.0
2125,neu,1.0
2126,pos,0.0
2127,compound,0.0
2128,neg,0.0
2129,neu,1.0
2130,pos,0.0
2131,compound,0.0
2132,neg,0.0
2133,neu,1.0
2134,pos,0.0
2135,compound,0.0
2136,neg,0.0
2137,neu,0.884
2138,pos,0.116
2139,compound,0.3612
2140,neg,0.0
2141,neu,0.886
2142,pos,0.114
2143,compound,0.4588
2144,neg,0.0
2145,neu,1.0
2146,pos,0.0
2147,compound,0.0
2148,neg,0.0
2149,neu,0.706
2150,pos,0.294
2151,compound,0.3612
2152,neg,0.0
2153,neu,1.0
2154,pos,0.0
2155,compound,0.0
2156,neg,0.0
2157,neu,1.0
2158,pos,0.0
2159,compound,0.0
2160,neg,0.0
2161,neu,0.813
2162,pos,0.187
2163,compound,0.4576
2164,neg,0.0
2165,neu,0.862
2166,pos,0.138
2167,compound,0.4939
2168,neg,0.0
2169,neu,0.708
2170,pos,0.292
2171,compound,0.5106
2172,neg,0.16
2173,neu,0.84
2174,pos,0.0
2175,compound,-0.5216
2176,neg,0.0
2177,neu,0.852
2178,pos,0.148
2179,compound,0.4173
2180,neg,0.0
2181,neu,1.0
2182,pos,0.0
2183,compound,0.0
2184,neg,0.0
2185,neu,0.661
2186,pos,0.339
2187,compound,0.8016
2188,neg,0.0
2189,neu,1.0
2190,pos,0.0
2191,compound,0.0
2192,neg,0.0
2193,neu,0.562
2194,pos,0.438
2195,compound,0.5994
2196,neg,0.058
2197,neu,0.864
2198,pos,0.078
2199,compound,0.128
2200,neg,0.0
2201,neu,0.783
2202,pos,0.217
2203,compound,0.3612
2204,neg,0.0
2205,neu,0.488
2206,pos,0.512
2207,compound,0.6369
2208,neg,0.0
2209,neu,1.0
2210,pos,0.0
2211,compound,0.0
2212,neg,0.175
2213,neu,0.635
2214,pos,0.19
2215,compound,0.0571
2216,neg,0.0
2217,neu,1.0
2218,pos,0.0
2219,compound,0.0
2220,neg,0.0
2221,neu,1.0
2222,pos,0.0
2223,compound,0.0
2224,neg,0.0
2225,neu,1.0
2226,pos,0.0
2227,compound,0.0
2228,neg,0.0
2229,neu,1.0
2230,pos,0.0
2231,compound,0.0
2232,neg,0.0
2233,neu,1.0
2234,pos,0.0
2235,compound,0.0
2236,neg,0.0
2237,neu,0.795
2238,pos,0.205
2239,compound,0.6597
2240,neg,0.0
2241,neu,0.917
2242,pos,0.083
2243,compound,0.4576
2244,neg,0.0
2245,neu,1.0
2246,pos,0.0
2247,compound,0.0
2248,neg,0.0
2249,neu,0.448
2250,pos,0.552
2251,compound,0.5719
2252,neg,0.0
2253,neu,1.0
2254,pos,0.0
2255,compound,0.0
2256,neg,0.0
2257,neu,1.0
2258,pos,0.0
2259,compound,0.0
2260,neg,0.0
2261,neu,1.0
2262,pos,0.0
2263,compound,0.0
2264,neg,0.0
2265,neu,0.708
2266,pos,0.292
2267,compound,0.765
2268,neg,0.0
2269,neu,1.0
2270,pos,0.0
2271,compound,0.0
2272,neg,0.0
2273,neu,0.787
2274,pos,0.213
2275,compound,0.4019
2276,neg,0.0
2277,neu,1.0
2278,pos,0.0
2279,compound,0.0
2280,neg,0.0
2281,neu,1.0
2282,pos,0.0
2283,compound,0.0
2284,neg,0.0
2285,neu,0.706
2286,pos,0.294
2287,compound,0.3612
2288,neg,0.0
2289,neu,1.0
2290,pos,0.0
2291,compound,0.0
2292,neg,0.201
2293,neu,0.652
2294,pos,0.147
2295,compound,-0.25
2296,neg,0.0
2297,neu,1.0
2298,pos,0.0
2299,compound,0.0
2300,neg,0.0
2301,neu,1.0
2302,pos,0.0
2303,compound,0.0
2304,neg,0.429
2305,neu,0.571
2306,pos,0.0
2307,compound,-0.25
2308,neg,0.0
2309,neu,1.0
2310,pos,0.0
2311,compound,0.0
2312,neg,0.0
2313,neu,0.92
2314,pos,0.08
2315,compound,0.5267
2316,neg,0.0
2317,neu,1.0
2318,pos,0.0
2319,compound,0.0
2320,neg,0.0
2321,neu,1.0
2322,pos,0.0
2323,compound,0.0
2324,neg,0.154
2325,neu,0.846
2326,pos,0.0
2327,compound,-0.7351
2328,neg,0.0
2329,neu,1.0
2330,pos,0.0
2331,compound,0.0
2332,neg,0.0
2333,neu,1.0
2334,pos,0.0
2335,compound,0.0
2336,neg,0.583
2337,neu,0.417
2338,pos,0.0
2339,compound,-0.1027
2340,neg,0.0
2341,neu,1.0
2342,pos,0.0
2343,compound,0.0
2344,neg,0.0
2345,neu,0.815
2346,pos,0.185
2347,compound,0.3612
2348,neg,0.0
2349,neu,0.717
2350,pos,0.283
2351,compound,0.743
2352,neg,0.0
2353,neu,1.0
2354,pos,0.0
2355,compound,0.0
2356,neg,0.0
2357,neu,1.0
2358,pos,0.0
2359,compound,0.0
2360,neg,0.0
2361,neu,0.526
2362,pos,0.474
2363,compound,0.4019
2364,neg,0.091
2365,neu,0.909
2366,pos,0.0
2367,compound,-0.3612
2368,neg,0.0
2369,neu,0.811
2370,pos,0.189
2371,compound,0.6369
2372,neg,0.0
2373,neu,0.351
2374,pos,0.649
2375,compound,0.5719
2376,neg,0.0
2377,neu,0.351
2378,pos,0.649
2379,compound,0.5719
2380,neg,0.0
2381,neu,1.0
2382,pos,0.0
2383,compound,0.0
2384,neg,0.0
2385,neu,1.0
2386,pos,0.0
2387,compound,0.0
2388,neg,0.0
2389,neu,1.0
2390,pos,0.0
2391,compound,0.0
2392,neg,0.0
2393,neu,1.0
2394,pos,0.0
2395,compound,0.0
2396,neg,0.0
2397,neu,1.0
2398,pos,0.0
2399,compound,0.0
2400,neg,0.0
2401,neu,0.533
2402,pos,0.467
2403,compound,0.729
2404,neg,0.212
2405,neu,0.706
2406,pos,0.082
2407,compound,-0.5106
2408,neg,0.0
2409,neu,0.811
2410,pos,0.189
2411,compound,0.2732
2412,neg,0.0
2413,neu,0.725
2414,pos,0.275
2415,compound,0.1326
2416,neg,0.0
2417,neu,1.0
2418,pos,0.0
2419,compound,0.0
2420,neg,0.0
2421,neu,0.505
2422,pos,0.495
2423,compound,0.8338
2424,neg,0.0
2425,neu,0.769
2426,pos,0.231
2427,compound,0.2732
2428,neg,0.0
2429,neu,1.0
2430,pos,0.0
2431,compound,0.0
2432,neg,0.0
2433,neu,1.0
2434,pos,0.0
2435,compound,0.0
2436,neg,0.0
2437,neu,0.944
2438,pos,0.056
2439,compound,0.0772
2440,neg,0.0
2441,neu,0.667
2442,pos,0.333
2443,compound,0.5423
2444,neg,0.296
2445,neu,0.704
2446,pos,0.0
2447,compound,-0.2732
2448,neg,0.113
2449,neu,0.67
2450,pos,0.216
2451,compound,0.25
2452,neg,0.0
2453,neu,1.0
2454,pos,0.0
2455,compound,0.0
2456,neg,0.0
2457,neu,1.0
2458,pos,0.0
2459,compound,0.0
2460,neg,0.095
2461,neu,0.675
2462,pos,0.23
2463,compound,0.34
2464,neg,0.0
2465,neu,0.828
2466,pos,0.172
2467,compound,0.1695
2468,neg,0.126
2469,neu,0.628
2470,pos,0.247
2471,compound,0.4019
2472,neg,0.098
2473,neu,0.804
2474,pos,0.098
2475,compound,0.0
2476,neg,0.0
2477,neu,0.583
2478,pos,0.417
2479,compound,0.5106
2480,neg,0.095
2481,neu,0.549
2482,pos,0.355
2483,compound,0.7964
2484,neg,0.0
2485,neu,1.0
2486,pos,0.0
2487,compound,0.0
2488,neg,0.0
2489,neu,1.0
2490,pos,0.0
2491,compound,0.0
2492,neg,0.0
2493,neu,1.0
2494,pos,0.0
2495,compound,0.0
2496,neg,0.0
2497,neu,0.892
2498,pos,0.108
2499,compound,0.1779
2500,neg,0.097
2501,neu,0.903
2502,pos,0.0
2503,compound,-0.1027
2504,neg,0.0
2505,neu,0.868
2506,pos,0.132
2507,compound,0.4404
2508,neg,0.0
2509,neu,0.8
2510,pos,0.2
2511,compound,0.5423
2512,neg,0.0
2513,neu,0.853
2514,pos,0.147
2515,compound,0.5859
2516,neg,0.0
2517,neu,0.913
2518,pos,0.087
2519,compound,0.6597
2520,neg,0.0
2521,neu,0.69
2522,pos,0.31
2523,compound,0.5423
2524,neg,0.19
2525,neu,0.567
2526,pos,0.243
2527,compound,0.3182
2528,neg,0.149
2529,neu,0.748
2530,pos,0.103
2531,compound,-0.5927
2532,neg,0.0
2533,neu,0.927
2534,pos,0.073
2535,compound,0.0258
2536,neg,0.0
2537,neu,0.871
2538,pos,0.129
2539,compound,0.6705
2540,neg,0.0
2541,neu,0.351
2542,pos,0.649
2543,compound,0.5719
2544,neg,0.059
2545,neu,0.672
2546,pos,0.269
2547,compound,0.8667
2548,neg,0.0
2549,neu,1.0
2550,pos,0.0
2551,compound,0.0
2552,neg,0.0
2553,neu,0.731
2554,pos,0.269
2555,compound,0.8979
2556,neg,0.0
2557,neu,1.0
2558,pos,0.0
2559,compound,0.0
2560,neg,0.0
2561,neu,1.0
2562,pos,0.0
2563,compound,0.0
2564,neg,0.0
2565,neu,1.0
2566,pos,0.0
2567,compound,0.0
2568,neg,0.0
2569,neu,1.0
2570,pos,0.0
2571,compound,0.0
2572,neg,0.0
2573,neu,0.576
2574,pos,0.424
2575,compound,0.7096
2576,neg,0.0
2577,neu,0.633
2578,pos,0.367
2579,compound,0.4404
2580,neg,0.051
2581,neu,0.775
2582,pos,0.174
2583,compound,0.5423
2584,neg,0.094
2585,neu,0.776
2586,pos,0.13
2587,compound,0.2617
2588,neg,0.089
2589,neu,0.806
2590,pos,0.105
2591,compound,0.1027
2592,neg,0.0
2593,neu,1.0
2594,pos,0.0
2595,compound,0.0
2596,neg,0.0
2597,neu,1.0
2598,pos,0.0
2599,compound,0.0
2600,neg,0.0
2601,neu,1.0
2602,pos,0.0
2603,compound,0.0
2604,neg,0.0
2605,neu,1.0
2606,pos,0.0
2607,compound,0.0
2608,neg,0.0
2609,neu,1.0
2610,pos,0.0
2611,compound,0.0
2612,neg,0.318
2613,neu,0.682
2614,pos,0.0
2615,compound,-0.4201
2616,neg,0.0
2617,neu,0.884
2618,pos,0.116
2619,compound,0.3612
2620,neg,0.0
2621,neu,1.0
2622,pos,0.0
2623,compound,0.0
2624,neg,0.318
2625,neu,0.682
2626,pos,0.0
2627,compound,-0.4215
2628,neg,0.175
2629,neu,0.825
2630,pos,0.0
2631,compound,-0.5574
2632,neg,0.0
2633,neu,1.0
2634,pos,0.0
2635,compound,0.0
2636,neg,0.0
2637,neu,1.0
2638,pos,0.0
2639,compound,0.0
2640,neg,0.0
2641,neu,0.777
2642,pos,0.223
2643,compound,0.5574
2644,neg,0.0
2645,neu,0.822
2646,pos,0.178
2647,compound,0.3818
2648,neg,0.0
2649,neu,1.0
2650,pos,0.0
2651,compound,0.0
2652,neg,0.0
2653,neu,1.0
2654,pos,0.0
2655,compound,0.0
2656,neg,0.0
2657,neu,0.833
2658,pos,0.167
2659,compound,0.2023
2660,neg,0.0
2661,neu,1.0
2662,pos,0.0
2663,compound,0.0
2664,neg,0.0
2665,neu,0.963
2666,pos,0.037
2667,compound,0.0772
2668,neg,0.0
2669,neu,1.0
2670,pos,0.0
2671,compound,0.0
2672,neg,0.0
2673,neu,1.0
2674,pos,0.0
2675,compound,0.0
2676,neg,0.109
2677,neu,0.512
2678,pos,0.379
2679,compound,0.7466
2680,neg,0.109
2681,neu,0.891
2682,pos,0.0
2683,compound,-0.4019
2684,neg,0.139
2685,neu,0.721
2686,pos,0.139
2687,compound,0.0
2688,neg,0.0
2689,neu,1.0
2690,pos,0.0
2691,compound,0.0
2692,neg,0.0
2693,neu,0.761
2694,pos,0.239
2695,compound,0.7101
2696,neg,0.169
2697,neu,0.831
2698,pos,0.0
2699,compound,-0.2584
2700,neg,0.097
2701,neu,0.903
2702,pos,0.0
2703,compound,-0.1027
2704,neg,0.0
2705,neu,0.8
2706,pos,0.2
2707,compound,0.6124
2708,neg,0.176
2709,neu,0.767
2710,pos,0.057
2711,compound,-0.6369
2712,neg,0.231
2713,neu,0.769
2714,pos,0.0
2715,compound,-0.8271
2716,neg,0.0
2717,neu,1.0
2718,pos,0.0
2719,compound,0.0
2720,neg,0.0
2721,neu,1.0
2722,pos,0.0
2723,compound,0.0
2724,neg,0.0
2725,neu,1.0
2726,pos,0.0
2727,compound,0.0
2728,neg,0.0
2729,neu,1.0
2730,pos,0.0
2731,compound,0.0
2732,neg,0.0
2733,neu,1.0
2734,pos,0.0
2735,compound,0.0
2736,neg,0.0
2737,neu,1.0
2738,pos,0.0
2739,compound,0.0
2740,neg,0.0
2741,neu,0.563
2742,pos,0.437
2743,compound,0.4767
2744,neg,0.0
2745,neu,1.0
2746,pos,0.0
2747,compound,0.0
2748,neg,0.0
2749,neu,1.0
2750,pos,0.0
2751,compound,0.0
2752,neg,0.0
2753,neu,1.0
2754,pos,0.0
2755,compound,0.0
2756,neg,0.0
2757,neu,1.0
2758,pos,0.0
2759,compound,0.0
2760,neg,0.0
2761,neu,1.0
2762,pos,0.0
2763,compound,0.0
2764,neg,0.0
2765,neu,0.495
2766,pos,0.505
2767,compound,0.8807
2768,neg,0.0
2769,neu,0.659
2770,pos,0.341
2771,compound,0.7351
2772,neg,0.0
2773,neu,1.0
2774,pos,0.0
2775,compound,0.0
2776,neg,0.0
2777,neu,0.852
2778,pos,0.148
2779,compound,0.5106
2780,neg,0.0
2781,neu,0.84
2782,pos,0.16
2783,compound,0.2716
2784,neg,0.0
2785,neu,1.0
2786,pos,0.0
2787,compound,0.0
2788,neg,0.0
2789,neu,0.857
2790,pos,0.143
2791,compound,0.4588
2792,neg,0.064
2793,neu,0.667
2794,pos,0.269
2795,compound,0.7943
2796,neg,0.092
2797,neu,0.792
2798,pos,0.117
2799,compound,0.1531
2800,neg,0.0
2801,neu,0.625
2802,pos,0.375
2803,compound,0.7906
2804,neg,0.093
2805,neu,0.7
2806,pos,0.207
2807,compound,0.34
2808,neg,0.0
2809,neu,1.0
2810,pos,0.0
2811,compound,0.0
2812,neg,0.0
2813,neu,0.241
2814,pos,0.759
2815,compound,0.743
2816,neg,0.0
2817,neu,1.0
2818,pos,0.0
2819,compound,0.0
2820,neg,0.0
2821,neu,1.0
2822,pos,0.0
2823,compound,0.0
2824,neg,0.068
2825,neu,0.753
2826,pos,0.179
2827,compound,0.3645
2828,neg,0.098
2829,neu,0.415
2830,pos,0.487
2831,compound,0.9446
2832,neg,0.203
2833,neu,0.506
2834,pos,0.291
2835,compound,0.4215
2836,neg,0.157
2837,neu,0.757
2838,pos,0.086
2839,compound,-0.5423
2840,neg,0.0
2841,neu,0.743
2842,pos,0.257
2843,compound,0.765
2844,neg,0.0
2845,neu,1.0
2846,pos,0.0
2847,compound,0.0
2848,neg,0.0
2849,neu,0.779
2850,pos,0.221
2851,compound,0.5267
2852,neg,0.0
2853,neu,0.818
